,Title,Price,Link
20,"Lenovo IdeaPad Slim 3 Intel Core i5-12450H 14"" (35.56cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/Alexa Built-in/1 Year ADP Free/Arctic Grey/1.37Kg), 83EQ0044IN  ","51,000",https://amazon.in//Lenovo-IdeaPad-i5-12450H-35-56cm-83EQ0044IN/dp/B0CWRSC3HS/ref=sr_1_241?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.PJmva1qbrALLXUViB5FZiQuz_S608B1hue7gC95Xr2aAngYGjtMTsEz2QXglOONMwMGBqohJupTeo_OUF6x2Uu-NnzmUDGP_6dfnlgnNUQoYcz0Q77wtuqXRzbJtqlbi8aooyhmHgZ2NoSMTjscFzCA7TOXik5mq2tWSn7Y0j2oixjh7vsUhFx8yXvpLzFDR8CU8VHMEXamfvruu_DseLko6YdUJz9BIbJqhDn6r_Qg.vpYBxojFrLln1QuLOW9n2OVVwpsqExPc_3ewtibDZ3M&dib_tag=se&keywords=Laptop&qid=1732391208&sprefix=laptop%2Caps%2C259&sr=8-241
21,"ASUS TUF Gaming A15 (2024), 15.6"" (39.62cm) FHD 144Hz, AMD Ryzen 9 8945H, Gaming Laptop (16GB DDR5/1TB SSD/NVIDIA GeForce RTX 4070 /Windows 11/Office 2021/Mecha Gray/2.20 Kg), FA507UI-LP066WS  ","1,34,990",https://amazon.in//ASUS-39-62cm-GeForce-Windows-FA507UI-LP066WS/dp/B0D25V3M8R/ref=sr_1_242?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.PJmva1qbrALLXUViB5FZiQuz_S608B1hue7gC95Xr2aAngYGjtMTsEz2QXglOONMwMGBqohJupTeo_OUF6x2Uu-NnzmUDGP_6dfnlgnNUQoYcz0Q77wtuqXRzbJtqlbi8aooyhmHgZ2NoSMTjscFzCA7TOXik5mq2tWSn7Y0j2oixjh7vsUhFx8yXvpLzFDR8CU8VHMEXamfvruu_DseLko6YdUJz9BIbJqhDn6r_Qg.vpYBxojFrLln1QuLOW9n2OVVwpsqExPc_3ewtibDZ3M&dib_tag=se&keywords=Laptop&qid=1732391208&sprefix=laptop%2Caps%2C259&sr=8-242
22,"(Renewed) Dell Latitude Laptop E5470 Intel Core i5 6th Gen. - 6200u Processor, 32 GB Ram & 1 TB SSD, 14.1 Inches HD Screen Notebook Computer  ","24,500",https://amazon.in//Renewed-Dell-Latitude-Laptop-E5470/dp/B094CG7RQ5/ref=sr_1_243?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.PJmva1qbrALLXUViB5FZiQuz_S608B1hue7gC95Xr2aAngYGjtMTsEz2QXglOONMwMGBqohJupTeo_OUF6x2Uu-NnzmUDGP_6dfnlgnNUQoYcz0Q77wtuqXRzbJtqlbi8aooyhmHgZ2NoSMTjscFzCA7TOXik5mq2tWSn7Y0j2oixjh7vsUhFx8yXvpLzFDR8CU8VHMEXamfvruu_DseLko6YdUJz9BIbJqhDn6r_Qg.vpYBxojFrLln1QuLOW9n2OVVwpsqExPc_3ewtibDZ3M&dib_tag=se&keywords=Laptop&qid=1732391208&sprefix=laptop%2Caps%2C259&sr=8-243
23,"MSI Thin A15, Ryzen 5 7535HS, 40CM FHD 144Hz Gaming Laptop(16GB/512 GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050, GDDR6 4GB /Cosmos Gray/1.86Kg), B7UC-067IN  ","55,649",https://amazon.in//MSI-7535Hs-Windows-Geforce-B7Uc-067In/dp/B0CV5FB6DG/ref=sr_1_244?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.PJmva1qbrALLXUViB5FZiQuz_S608B1hue7gC95Xr2aAngYGjtMTsEz2QXglOONMwMGBqohJupTeo_OUF6x2Uu-NnzmUDGP_6dfnlgnNUQoYcz0Q77wtuqXRzbJtqlbi8aooyhmHgZ2NoSMTjscFzCA7TOXik5mq2tWSn7Y0j2oixjh7vsUhFx8yXvpLzFDR8CU8VHMEXamfvruu_DseLko6YdUJz9BIbJqhDn6r_Qg.vpYBxojFrLln1QuLOW9n2OVVwpsqExPc_3ewtibDZ3M&dib_tag=se&keywords=Laptop&qid=1732391208&sprefix=laptop%2Caps%2C259&sr=8-244
24,"Dell Inspiron 3520 Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62Cms) FHD Display- 3 Side Narrow Border, Win 11 + MSO'21, 2 Tuned Speakers, Black, Thin & Light-1.65Kg  ","43,990",https://amazon.in//Dell-Inspiron-i5-1235U-39-62Cms-D560865WIN9B/dp/B0BH4SQPQL/ref=sr_1_121?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.PXkbWX6kQRkcVxyeuv9xYiqr5d46MqF83zYcKZqKMJ6rGnwsstLyUL6Cwgr3LHA0_Q3IB4LOWookwCtyom5mhMkbCSliUsyXkGyKwNHR2saJVMNEjnuibsYCUokPR2kWJHObU5KfUOdtqn3dEzMY9AH5nWWm8zjkqrj5GJPya1ooaqvMVHZpA5wg0rCB_BP99uEdq-amllsmBdItBidF28Zz93SY_tY2Cia_HM750aQ.fd6vHIenfa6LZ_Rcl00wzNlSlnI-_aApCXzSBxrLySo&dib_tag=se&keywords=Laptop&qid=1732391179&sprefix=laptop%2Caps%2C259&sr=8-121
25,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 Kg), E1504FA-NJ541WS  ","40,731",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MDk5NjA1OTQyMzIxNjA5OjE3MzIzOTEyMDg6c3BfYnRmOjMwMDM0MjMwNzMyNzAzMjo6MDo6&url=%2FASUS-Vivobook-Integrated-Graphics-E1504FA-NJ541WS%2Fdp%2FB0BQSH511C%2Fref%3Dsr_1_245_sspa%3Fcrid%3D2GBCZSU9R85XX%26dib%3DeyJ2IjoiMSJ9.PJmva1qbrALLXUViB5FZiQuz_S608B1hue7gC95Xr2aAngYGjtMTsEz2QXglOONMwMGBqohJupTeo_OUF6x2Uu-NnzmUDGP_6dfnlgnNUQoYcz0Q77wtuqXRzbJtqlbi8aooyhmHgZ2NoSMTjscFzCA7TOXik5mq2tWSn7Y0j2oixjh7vsUhFx8yXvpLzFDR8CU8VHMEXamfvruu_DseLko6YdUJz9BIbJqhDn6r_Qg.vpYBxojFrLln1QuLOW9n2OVVwpsqExPc_3ewtibDZ3M%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1732391208%26sprefix%3Dlaptop%252Caps%252C259%26sr%3D8-245-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
26,"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Silver/1.38 kg), E1404FA-NK521WS  ","36,919",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MDk5NjA1OTQyMzIxNjA5OjE3MzIzOTEyMDg6c3BfYnRmOjMwMDM0MjMwNzMyNzczMjo6MDo6&url=%2FASUS-Vivobook-14-inch-Windows-E1404FA-NK521WS%2Fdp%2FB0BVMM9CW5%2Fref%3Dsr_1_246_sspa%3Fcrid%3D2GBCZSU9R85XX%26dib%3DeyJ2IjoiMSJ9.PJmva1qbrALLXUViB5FZiQuz_S608B1hue7gC95Xr2aAngYGjtMTsEz2QXglOONMwMGBqohJupTeo_OUF6x2Uu-NnzmUDGP_6dfnlgnNUQoYcz0Q77wtuqXRzbJtqlbi8aooyhmHgZ2NoSMTjscFzCA7TOXik5mq2tWSn7Y0j2oixjh7vsUhFx8yXvpLzFDR8CU8VHMEXamfvruu_DseLko6YdUJz9BIbJqhDn6r_Qg.vpYBxojFrLln1QuLOW9n2OVVwpsqExPc_3ewtibDZ3M%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1732391208%26sprefix%3Dlaptop%252Caps%252C259%26sr%3D8-246-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
27,"MSI Thin A15, Ryzen 5 7535HS, 40CM FHD 144Hz Gaming Laptop(16GB/512 GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050, GDDR6 4GB /Cosmos Gray/1.86Kg), B7UC-067IN  ","55,649",https://amazon.in//MSI-7535Hs-Windows-Geforce-B7Uc-067In/dp/B0CV5FB6DG/ref=sr_1_241?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-241
28,"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB/1TB SSD/100% DCI-P3/FHD+IR Camera/Win11/MSO 21/1Yr ADP Free/3Mon. Game Pass/Grey/1.39Kg), 83CV002DIN  ","97,990",https://amazon.in//Lenovo-Built-WUXGA-OLED-400Nits-83CV002DIN/dp/B0CTMQDLQX/ref=sr_1_242?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-242
29,"(Refurbished) ASUS Vivobook 15 (2023), Intel Core i5-1335U 13th Gen, Thin and Light Laptop, 15.6"" (39.62 cms) FHD, (8GB RAM /512GB SSD/Intel Iris Xáµ‰/Windows 11/Office 2021/Fingerprint/Blue/1.7 kg), X1504VA-NJ523WS  ","39,941",https://amazon.in//Refurbished-ASUS-Vivobook-Fingerprint-X1504VA-NJ523WS/dp/B0DKP4DC3X/ref=sr_1_243?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-243
30,"(Refurbished) HP Laptop 15,13th Gen IntelÂ® Coreâ„¢ i3-1315U,15.6inch(39.6 cm),FHD,Anti-Glare,8GB DDR4,512GB SSD,Dual Speakers,Windows 11,MSO 2021,Natural Silver,1.59 kg,15-fd0186TU  ","34,447",https://amazon.in//Refurbished-HP-i3-1315U-Anti-Glare-15-fd0186TU/dp/B0D6RGJXWX/ref=sr_1_244?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-244
31,"(Refurbished) Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor, 16GB, 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Backlit KB, Windows 11 + Mso'21 & 15 Month McAfee, Silver, Thin & Light- 1.62kg  ","47,446",https://amazon.in//Refurbished-Dell-Inspiron-i5-1334U-Processor/dp/B0DJP2PBHT/ref=sr_1_245?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-245
32,"ASUS TUF Gaming F17 (2022), 17.3""(43.94 cms) FHD 144Hz, Intel Core i5-12500H 12th Gen, RTX 3050 4GB GPU, Gaming Laptop (16GB/512GB SSD/90WHr Battery/Windows 11/Gray/2.6 Kg), FX707ZC4-HX067W  ","64,990",https://amazon.in//ASUS-i5-12500H-Battery-Windows-FX707ZC4-HX067W/dp/B0C8JJWSXP/ref=sr_1_246?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-246
33,"Lenovo IdeaPad 1 AMD Ryzen 7 5700U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400EHIN  ","44,900",https://amazon.in//Lenovo-IdeaPad-Laptop-Windows-82R400EHIN/dp/B0DC7TKKX7/ref=sr_1_247?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-247
34,"(Refurbished) MSI Titan 18 HX, Intel 14th Gen. i9-14900HX, 46CM UHD+ MiniLED 120Hz Gaming Laptop (128GB/4TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4090, GDDR6 16GB/Core Black/3.6Kg), A14VIG-201IN  ","4,24,990",https://amazon.in//Refurbished-MSI-i9-14900HX-MiniLED-A14VIG-201IN/dp/B0DJ7BHN6P/ref=sr_1_248?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-248
35,"(Refurbished) Lenovo ThinkPad T490 8th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM|256 GB SSD|14"" (35.6 cm) HD|Windows 11 Pro|MS Office|WiFi|Webcam|Intel UHD Graphics)  ","19,224",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0DHN43SY7/ref=sr_1_122?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.PXkbWX6kQRkcVxyeuv9xYiqr5d46MqF83zYcKZqKMJ6rGnwsstLyUL6Cwgr3LHA0_Q3IB4LOWookwCtyom5mhMkbCSliUsyXkGyKwNHR2saJVMNEjnuibsYCUokPR2kWJHObU5KfUOdtqn3dEzMY9AH5nWWm8zjkqrj5GJPya1ooaqvMVHZpA5wg0rCB_BP99uEdq-amllsmBdItBidF28Zz93SY_tY2Cia_HM750aQ.fd6vHIenfa6LZ_Rcl00wzNlSlnI-_aApCXzSBxrLySo&dib_tag=se&keywords=Laptop&qid=1732391179&sprefix=laptop%2Caps%2C259&sr=8-122
36,"HP Pavilion 15, Intel Core i7-1360P, 15.6-inch (39.6 cm),FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, FPR, 720p HD Camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eg3032TU  ","78,999",https://amazon.in//HP-Pavilion-i7-1360P-15-6-inch-graphics/dp/B0CTK2YK8H/ref=sr_1_249?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-249
37,"ASUS [Smartchoice ROG Strix G16, 16""(40.64cm) FHD+ 165Hz, 13th Gen Core i7-13650HX,Gaming Laptop(16GB RAM/1TB SSD/NVIDIA GeForce RTX 4060 /Windows 11/Office 21/Eclipse Gray/2.50 Kg), G614JV-N3474WS  ","1,39,990",https://amazon.in//ASUS-Smartchoice-40-64cm-i7-13650HX-G614JV-N3474WS/dp/B09TB4FPKW/ref=sr_1_250?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-250
38,"(Refurbished) HP Elitebook 745 G5| AMD Ryzen 5 Pro 2500U Laptop ( 8 GB DDR4 RAM | 256 GB SSD | 14"" (35.6 cm) HD | Windows 11 | MS Office | WiFi | BT | Webcam | AMD Radeon Graphics)  ","20,899",https://amazon.in//Refurbished-HP-Elitebook-Windows-Graphics/dp/B0DK1WYBH3/ref=sr_1_251?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-251
39,"(Refurbished) Dell Vostro 3400 11th Gen Intel Core i3 Thin & Light HD Laptop (8 GB DDR4 RAM|256 GB SSD|14"" (35.6 cm) HD|Windows 11|MS Office|WiFi|Webcam|Intel UHD Graphics)  ","19,499",https://amazon.in//Refurbished-Dell-Vostro-Windows-Graphics/dp/B0DMPQHD61/ref=sr_1_252?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-252
40,"MSI Thin 15, Intel Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB /Cosmos Gray/1.86Kg), B12UC-1692IN  ","52,990",https://amazon.in//MSI-i5-12450H-Windows-GeForce-B12UC-1692IN/dp/B0CV9P2BB8/ref=sr_1_253?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-253
41,"Dell Inspiron 3520 Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62Cms) FHD Display- 3 Side Narrow Border, Win 11 + MSO'21, 2 Tuned Speakers, Black, Thin & Light-1.65Kg  ","43,990",https://amazon.in//Dell-Inspiron-i5-1235U-39-62Cms-D560865WIN9B/dp/B0BH4SQPQL/ref=sr_1_254?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-254
42,DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14 HD Display/Grey/1.5 kg/MS Office 2021 Pro Plus  ,"33,350",https://amazon.in//DELL-Latitude-3440-Intel-1215U/dp/B07SXV697G/ref=sr_1_255?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-255
43,"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07RIH  ","44,990",https://amazon.in//Lenovo-V15-i5-1235U-Windows-82TTA07RIH/dp/B0DDY3SG2G/ref=sr_1_256?crid=2GBCZSU9R85XX&dib=eyJ2IjoiMSJ9.dwW-ipP_GUwm7zC7joboYVZrO-PhUG4Cxi2l9iDfK4ShfxBTbiP-SglgrTAWGjmUaGLo0o6crkO3zcFJ4qL4q0l4bVb8fiQLdiwXHBn8HrtLPmfAQKROPC_iFF2XTR680m3vOnGARk7BeYFR9-l8Ugu-Hvj4wMe9arQN-7MGbH9I997tFpfge0Tput790lHTfLvL1iIkzm-A1i-9oT4Ofbi3KLZkjoDs5aYtTY88oP0.WSnB2RbPweAWg-OevxcVr4WAe1dhv1izEeXOzASacRg&dib_tag=se&keywords=Laptop&qid=1732391211&sprefix=laptop%2Caps%2C259&sr=8-256
